[7l----system---- ------memory-usage-----
     time     | used  buff  cach  free
16-09 18:56:28|2049M 3159M 1172M 9627M
16-09 18:56:38|2049M 3159M 1172M 9627M
16-09 18:56:48|2049M 3159M 1172M 9627M
16-09 18:56:58|2049M 3159M 1172M 9626M
16-09 18:57:08|2049M 3159M 1172M 9626M
16-09 18:57:18|2049M 3159M 1172M 9626M
16-09 18:57:28|2049M 3159M 1172M 9626M
16-09 18:57:38|2050M 3159M 1172M 9626M
16-09 18:57:48|2050M 3159M 1172M 9626M
16-09 18:57:58|2049M 3159M 1172M 9626M
16-09 18:58:08|2049M 3159M 1172M 9626M
16-09 18:58:18|2050M 3159M 1172M 9626M
16-09 18:58:28|2050M 3159M 1172M 9626M
16-09 18:58:38|2049M 3159M 1172M 9626M
16-09 18:58:48|2049M 3159M 1172M 9626M
16-09 18:58:58|2049M 3159M 1172M 9626M
16-09 18:59:08|2049M 3159M 1172M 9626M
16-09 18:59:18|2049M 3159M 1172M 9626M
16-09 18:59:28|2049M 3159M 1172M 9626M
16-09 18:59:38|2049M 3159M 1172M 9626M
16-09 18:59:48|2049M 3159M 1172M 9626M
16-09 18:59:58|2049M 3159M 1172M 9626M
16-09 19:00:08|2050M 3159M 1172M 9626M
16-09 19:00:18|2050M 3159M 1172M 9625M
16-09 19:00:28|2050M 3159M 1172M 9625M
16-09 19:00:38|2050M 3159M 1172M 9625M
16-09 19:00:48|2050M 3159M 1172M 9625M
16-09 19:00:58|2050M 3159M 1172M 9625M
16-09 19:01:08|2050M 3159M 1172M 9625M
16-09 19:01:18|2050M 3159M 1172M 9625M
16-09 19:01:28|2050M 3159M 1172M 9625M
16-09 19:01:38|2050M 3159M 1172M 9625M
16-09 19:01:48|2051M 3159M 1172M 9624M
16-09 19:01:58|2050M 3159M 1172M 9625M
16-09 19:02:08|2050M 3160M 1172M 9625M
16-09 19:02:18|2050M 3160M 1172M 9625M
16-09 19:02:28|2050M 3160M 1172M 9625M
16-09 19:02:38|2050M 3160M 1172M 9625M
16-09 19:02:48|2050M 3160M 1172M 9625M
16-09 19:02:58|2051M 3160M 1172M 9624M
16-09 19:03:08|2051M 3160M 1172M 9624M
16-09 19:03:18|2051M 3160M 1172M 9624M
16-09 19:03:28|2051M 3160M 1172M 9624M
16-09 19:03:38|2051M 3160M 1172M 9624M
16-09 19:03:48|2051M 3160M 1172M 9624M
16-09 19:03:58|2051M 3160M 1172M 9624M
16-09 19:04:08|2051M 3160M 1172M 9624M
16-09 19:04:18|2021M 3160M 1173M 9654M
16-09 19:04:28|2023M 3160M 1173M 9651M
16-09 19:04:38|2028M 3160M 1173M 9646M
16-09 19:04:48|2028M 3160M 1173M 9646M
16-09 19:04:58|2014M 3160M 1173M 9660M
16-09 19:05:08|2026M 3160M 1173M 9649M
16-09 19:05:18|2038M 3160M 1173M 9636M
16-09 19:05:28|2068M 3160M 1173M 9606M
16-09 19:05:38|2068M 3160M 1173M 9606M
16-09 19:05:48|2068M 3160M 1173M 9606M
16-09 19:05:58|2068M 3160M 1173M 9606M
16-09 19:06:08|2068M 3160M 1173M 9606M
16-09 19:06:18|2068M 3160M 1173M 9606M
16-09 19:06:28|2068M 3160M 1173M 9606M
16-09 19:06:38|2068M 3160M 1173M 9606M
16-09 19:06:48|2068M 3160M 1173M 9606M
16-09 19:06:58|2068M 3160M 1173M 9606M
16-09 19:07:08|2068M 3160M 1173M 9606M
16-09 19:07:18|2068M 3160M 1173M 9606M
16-09 19:07:28|2068M 3160M 1173M 9606M
16-09 19:07:38|2068M 3160M 1173M 9606M
16-09 19:07:48|2068M 3160M 1173M 9606M
16-09 19:07:58|2068M 3160M 1173M 9606M
16-09 19:08:08|2068M 3160M 1173M 9606M
16-09 19:08:18|2069M 3160M 1173M 9606M
16-09 19:08:28|2068M 3160M 1173M 9606M
16-09 19:08:38|2068M 3160M 1173M 9606M
16-09 19:08:48|2068M 3160M 1173M 9606M
16-09 19:08:58|2068M 3160M 1173M 9606M
16-09 19:09:08|2068M 3160M 1173M 9606M
16-09 19:09:18|2068M 3160M 1173M 9606M
16-09 19:09:28|2068M 3160M 1173M 9606M
16-09 19:09:38|2069M 3160M 1173M 9606M
16-09 19:09:48|2069M 3160M 1173M 9605M
16-09 19:09:58|2069M 3160M 1173M 9605M
16-09 19:10:08|2069M 3160M 1173M 9605M
16-09 19:10:18|2069M 3160M 1173M 9605M
16-09 19:10:28|2069M 3160M 1173M 9605M
16-09 19:10:38|2069M 3160M 1173M 9605M
16-09 19:10:48|2069M 3160M 1173M 9605M
16-09 19:10:58|2069M 3160M 1173M 9605M
16-09 19:11:08|2069M 3160M 1173M 9605M
16-09 19:11:18|2069M 3160M 1173M 9605M
16-09 19:11:28|2069M 3160M 1173M 9605M
16-09 19:11:38|2069M 3160M 1173M 9605M
16-09 19:11:48|2070M 3160M 1173M 9604M
16-09 19:11:58|2070M 3160M 1173M 9604M
16-09 19:12:08|2070M 3160M 1173M 9604M
16-09 19:12:18|2070M 3160M 1173M 9604M
16-09 19:12:28|2070M 3160M 1173M 9604M
16-09 19:12:38|2070M 3160M 1173M 9604M
16-09 19:12:48|2070M 3160M 1173M 9604M
16-09 19:12:58|2070M 3160M 1173M 9604M
16-09 19:13:08|2070M 3160M 1173M 9604M
16-09 19:13:18|2070M 3160M 1173M 9603M
16-09 19:13:28|2071M 3160M 1173M 9603M
16-09 19:13:38|2071M 3160M 1173M 9603M
16-09 19:13:48|2071M 3160M 1173M 9603M
16-09 19:13:58|2071M 3160M 1173M 9603M
16-09 19:14:08|2071M 3160M 1173M 9603M
16-09 19:14:18|2132M 3160M 1207M 9507M
16-09 19:14:28|2392M 3160M 1207M 9248M
16-09 19:14:38|2427M 3160M 1207M 9213M
16-09 19:14:48|2463M 3160M 1207M 9176M
16-09 19:14:58|2463M 3160M 1207M 9176M
16-09 19:15:08|2496M 3160M 1207M 9144M
16-09 19:15:18|2533M 3160M 1207M 9106M
16-09 19:15:28|2533M 3160M 1207M 9106M
16-09 19:15:38|2586M 3160M 1207M 9053M
16-09 19:15:48|2616M 3160M 1207M 9024M
16-09 19:15:58|2630M 3160M 1207M 9010M
16-09 19:16:08|2643M 3160M 1207M 8996M
16-09 19:16:18|2696M 3160M 1207M 8944M
16-09 19:16:28|2766M 3160M 1207M 8873M
16-09 19:16:38|2766M 3160M 1207M 8873M
16-09 19:16:48|2767M 3160M 1207M 8873M
16-09 19:16:58|2766M 3160M 1207M 8873M
16-09 19:17:08|2767M 3161M 1207M 8873M
16-09 19:17:18|2767M 3161M 1207M 8873M
16-09 19:17:28|2767M 3161M 1207M 8873M
16-09 19:17:38|2766M 3161M 1207M 8873M
16-09 19:17:48|2766M 3161M 1207M 8873M
16-09 19:17:58|2766M 3161M 1207M 8873M
16-09 19:18:08|2767M 3161M 1207M 8873M
16-09 19:18:18|2766M 3161M 1207M 8873M
16-09 19:18:28|2767M 3161M 1207M 8872M
16-09 19:18:38|2767M 3161M 1207M 8873M
16-09 19:18:48|2767M 3161M 1207M 8872M
16-09 19:18:58|2767M 3161M 1207M 8872M
16-09 19:19:08|2767M 3161M 1207M 8872M
16-09 19:19:18|2767M 3161M 1207M 8872M
16-09 19:19:28|2767M 3161M 1207M 8872M
16-09 19:19:38|2767M 3161M 1207M 8872M
16-09 19:19:48|2767M 3161M 1207M 8872M
16-09 19:19:58|2767M 3161M 1207M 8872M
16-09 19:20:08|2767M 3161M 1207M 8872M
16-09 19:20:18|2767M 3161M 1207M 8872M
16-09 19:20:28|2767M 3161M 1207M 8872M
16-09 19:20:38|2767M 3161M 1207M 8872M
16-09 19:20:48|2767M 3161M 1207M 8872M
16-09 19:20:58|2767M 3161M 1207M 8872M
16-09 19:21:08|2767M 3161M 1207M 8872M
16-09 19:21:18|2767M 3161M 1207M 8872M
16-09 19:21:28|2767M 3161M 1207M 8872M
16-09 19:21:38|2767M 3161M 1207M 8872M
16-09 19:21:48|2767M 3161M 1207M 8872M
16-09 19:21:58|2767M 3161M 1207M 8872M
16-09 19:22:08|2768M 3161M 1207M 8871M
16-09 19:22:18|2768M 3161M 1207M 8871M
16-09 19:22:28|2768M 3161M 1207M 8871M
16-09 19:22:38|2768M 3161M 1207M 8871M
16-09 19:22:48|2768M 3161M 1207M 8871M
16-09 19:22:58|2768M 3161M 1207M 8871M
16-09 19:23:08|2768M 3161M 1207M 8871M
16-09 19:23:18|2768M 3161M 1207M 8871M
16-09 19:23:28|2768M 3161M 1207M 8871M
16-09 19:23:38|2768M 3161M 1207M 8871M
16-09 19:23:48|2768M 3161M 1207M 8870M
16-09 19:23:58|2768M 3161M 1207M 8870M
16-09 19:24:08|2768M 3161M 1207M 8871M
16-09 19:24:18|2768M 3161M 1207M 8871M
16-09 19:24:28|2768M 3161M 1207M 8871M
16-09 19:24:38|2768M 3161M 1207M 8871M
16-09 19:24:48|2768M 3161M 1207M 8870M
16-09 19:24:58|2768M 3161M 1207M 8871M
16-09 19:25:08|2768M 3161M 1207M 8870M
16-09 19:25:18|2768M 3161M 1207M 8870M
16-09 19:25:28|2768M 3161M 1207M 8870M
16-09 19:25:38|2768M 3161M 1207M 8870M
16-09 19:25:48|2768M 3161M 1207M 8871M
16-09 19:25:58|2768M 3161M 1207M 8871M
16-09 19:26:08|2768M 3161M 1207M 8870M
16-09 19:26:18|2768M 3161M 1207M 8870M
16-09 19:26:28|2769M 3161M 1207M 8870M
16-09 19:26:38|2769M 3161M 1207M 8870M
16-09 19:26:48|2769M 3161M 1207M 8870M
16-09 19:26:58|2769M 3161M 1207M 8870M
16-09 19:27:08|2769M 3161M 1207M 8870M
16-09 19:27:18|2769M 3161M 1207M 8870M
16-09 19:27:28|2769M 3161M 1207M 8870M
16-09 19:27:38|2769M 3161M 1207M 8870M
16-09 19:27:48|2769M 3161M 1207M 8870M
16-09 19:27:58|2769M 3161M 1207M 8870M
16-09 19:28:08|2769M 3161M 1207M 8870M
16-09 19:28:18|2769M 3161M 1207M 8870M
16-09 19:28:28|2769M 3161M 1207M 8869M
16-09 19:28:38|2769M 3161M 1207M 8869M
16-09 19:28:48|2770M 3161M 1207M 8869M
16-09 19:28:58|2770M 3161M 1207M 8869M
16-09 19:29:08|2770M 3161M 1207M 8869M
16-09 19:29:18|2770M 3161M 1207M 8869M
16-09 19:29:28|2770M 3161M 1207M 8869M
16-09 19:29:38|2770M 3161M 1207M 8869M
16-09 19:29:48|2770M 3161M 1207M 8869M
16-09 19:29:58|2770M 3161M 1207M 8869M
16-09 19:30:08|2770M 3161M 1207M 8869M
16-09 19:30:18|2770M 3161M 1207M 8869M
16-09 19:30:28|2770M 3161M 1207M 8869M
16-09 19:30:38|2770M 3161M 1207M 8869M
16-09 19:30:48|2770M 3161M 1207M 8869M
16-09 19:30:58|2770M 3161M 1207M 8868M
16-09 19:31:08|2770M 3161M 1207M 8868M
16-09 19:31:18|2770M 3161M 1207M 8868M
16-09 19:31:28|2770M 3161M 1207M 8868M
16-09 19:31:38|2770M 3161M 1207M 8868M
16-09 19:31:48|2770M 3161M 1207M 8868M
16-09 19:31:58|2770M 3161M 1207M 8868M
16-09 19:32:08|2770M 3161M 1207M 8868M
16-09 19:32:18|2770M 3161M 1207M 8868M
16-09 19:32:28|2770M 3161M 1207M 8868M
16-09 19:32:38|2770M 3161M 1207M 8868M
16-09 19:32:48|2770M 3161M 1207M 8868M
16-09 19:32:58|2770M 3161M 1207M 8868M
16-09 19:33:08|2770M 3161M 1207M 8868M
16-09 19:33:18|2770M 3161M 1207M 8868M
16-09 19:33:28|2771M 3161M 1207M 8868M
16-09 19:33:38|2771M 3161M 1207M 8868M
16-09 19:33:48|2771M 3161M 1207M 8868M
16-09 19:33:58|3501M 3161M 1207M 8137M
16-09 19:34:08|2616M 3161M 1208M 9021M
16-09 19:34:18|2616M 3161M 1208M 9021M
16-09 19:34:28|2616M 3161M 1208M 9021M
16-09 19:34:38|2616M 3161M 1208M 9021M
16-09 19:34:48|2616M 3161M 1208M 9021M
16-09 19:34:58|2616M 3161M 1208M 9021M
16-09 19:35:08|2626M 3161M 1208M 9011M
16-09 19:35:18|2626M 3162M 1208M 9011M
16-09 19:35:28|2662M 3162M 1208M 8975M
16-09 19:35:38|2691M 3162M 1208M 8946M
16-09 19:35:48|2725M 3162M 1208M 8912M
16-09 19:35:58|2725M 3162M 1208M 8912M
16-09 19:36:08|2769M 3162M 1208M 8868M
16-09 19:36:18|2803M 3162M 1208M 8834M
16-09 19:36:28|2803M 3162M 1208M 8834M
16-09 19:36:38|2803M 3162M 1208M 8834M
16-09 19:36:48|2803M 3162M 1208M 8834M
16-09 19:36:58|2803M 3162M 1208M 8834M
16-09 19:37:08|2803M 3162M 1208M 8834M
16-09 19:37:18|2803M 3162M 1208M 8834M
16-09 19:37:28|2803M 3162M 1208M 8834M
16-09 19:37:38|2803M 3162M 1208M 8834M
16-09 19:37:48|2803M 3162M 1208M 8834M
16-09 19:37:58|2803M 3162M 1208M 8834M
16-09 19:38:08|2803M 3162M 1208M 8834M
16-09 19:38:18|2803M 3162M 1208M 8834M
16-09 19:38:28|2803M 3162M 1208M 8834M
16-09 19:38:38|2803M 3162M 1208M 8834M
16-09 19:38:48|2803M 3162M 1208M 8834M
16-09 19:38:58|2803M 3162M 1208M 8834M
16-09 19:39:08|2803M 3162M 1208M 8833M
16-09 19:39:18|2804M 3162M 1208M 8833M
16-09 19:39:28|2803M 3162M 1208M 8833M
16-09 19:39:38|2804M 3162M 1208M 8833M
16-09 19:39:48|2804M 3162M 1208M 8833M
16-09 19:39:58|2804M 3162M 1208M 8833M
16-09 19:40:08|2805M 3162M 1208M 8832M
16-09 19:40:18|2806M 3162M 1208M 8831M
16-09 19:40:28|2803M 3162M 1208M 8834M
16-09 19:40:38|2803M 3162M 1208M 8834M
16-09 19:40:48|2803M 3162M 1208M 8834M
16-09 19:40:58|2803M 3162M 1208M 8834M
16-09 19:41:08|2803M 3162M 1208M 8834M
16-09 19:41:18|2803M 3162M 1208M 8833M
16-09 19:41:28|2804M 3162M 1208M 8833M
16-09 19:41:38|2804M 3162M 1208M 8833M
16-09 19:41:48|2804M 3162M 1208M 8833M
16-09 19:41:58|2804M 3162M 1208M 8833M
16-09 19:42:08|2804M 3162M 1208M 8833M
16-09 19:42:18|2804M 3162M 1208M 8833M
16-09 19:42:28|2804M 3162M 1208M 8832M
16-09 19:42:38|2804M 3162M 1208M 8833M
16-09 19:42:48|2804M 3162M 1208M 8833M
16-09 19:42:58|2804M 3162M 1208M 8832M
16-09 19:43:08|2804M 3162M 1208M 8832M
16-09 19:43:18|2805M 3162M 1208M 8832M
16-09 19:43:28|2805M 3162M 1208M 8832M
16-09 19:43:38|2805M 3162M 1208M 8832M
16-09 19:43:48|2805M 3162M 1208M 8832M
16-09 19:43:58|2805M 3162M 1208M 8832M
16-09 19:44:08|2805M 3162M 1208M 8832M
16-09 19:44:18|2805M 3162M 1208M 8832M
16-09 19:44:28|2805M 3162M 1208M 8831M
16-09 19:44:38|2806M 3162M 1208M 8831M
16-09 19:44:48|2806M 3162M 1208M 8831M
16-09 19:44:58|2806M 3162M 1208M 8831M
16-09 19:45:08|2806M 3162M 1208M 8831M
16-09 19:45:18|2806M 3162M 1208M 8831M
16-09 19:45:28|2806M 3162M 1208M 8831M
16-09 19:45:38|2805M 3162M 1208M 8831M
16-09 19:45:48|2806M 3162M 1208M 8831M
16-09 19:45:58|2806M 3162M 1208M 8831M
16-09 19:46:08|2806M 3162M 1208M 8831M
16-09 19:46:18|2806M 3162M 1208M 8830M
16-09 19:46:28|2806M 3162M 1208M 8831M
16-09 19:46:38|2806M 3162M 1208M 8831M
16-09 19:46:48|2806M 3162M 1208M 8831M
16-09 19:46:58|2806M 3162M 1208M 8831M
16-09 19:47:08|2806M 3162M 1208M 8830M
16-09 19:47:18|2806M 3162M 1208M 8830M
16-09 19:47:28|2806M 3162M 1208M 8830M
16-09 19:47:38|2806M 3162M 1208M 8830M
16-09 19:47:48|2806M 3162M 1208M 8830M
16-09 19:47:58|2807M 3162M 1208M 8830M
16-09 19:48:08|2807M 3162M 1208M 8830M
16-09 19:48:18|2807M 3162M 1208M 8829M
16-09 19:48:28|2807M 3162M 1208M 8829M
16-09 19:48:38|2807M 3162M 1208M 8829M
16-09 19:48:48|2807M 3162M 1208M 8829M
16-09 19:48:58|2807M 3162M 1208M 8829M
16-09 19:49:08|2807M 3162M 1208M 8829M
16-09 19:49:18|2807M 3162M 1208M 8829M
16-09 19:49:28|2807M 3162M 1208M 8829M
16-09 19:49:38|2808M 3162M 1208M 8829M
16-09 19:49:48|2807M 3162M 1208M 8829M
16-09 19:49:58|2807M 3162M 1208M 8829M
16-09 19:50:08|2808M 3162M 1208M 8829M
16-09 19:50:18|2807M 3162M 1208M 8829M
16-09 19:50:28|2808M 3162M 1208M 8829M
16-09 19:50:38|2807M 3162M 1208M 8829M
16-09 19:50:48|2807M 3162M 1208M 8829M
16-09 19:50:58|2807M 3162M 1208M 8829M
16-09 19:51:08|2808M 3162M 1208M 8828M
16-09 19:51:18|2808M 3162M 1208M 8828M
16-09 19:51:28|2809M 3162M 1208M 8827M
16-09 19:51:38|2809M 3162M 1208M 8827M
16-09 19:51:48|2809M 3162M 1208M 8827M
16-09 19:51:58|2809M 3162M 1208M 8827M
16-09 19:52:08|2809M 3162M 1208M 8827M
16-09 19:52:18|2809M 3162M 1208M 8827M
16-09 19:52:28|2809M 3162M 1208M 8827M
16-09 19:52:38|2809M 3162M 1208M 8827M
16-09 19:52:48|2809M 3162M 1208M 8827M
16-09 19:52:58|2809M 3162M 1208M 8827M
16-09 19:53:08|2809M 3162M 1208M 8827M
16-09 19:53:18|2809M 3162M 1208M 8827M
16-09 19:53:28|2809M 3162M 1208M 8827M
16-09 19:53:38|2809M 3163M 1208M 8827M
16-09 19:53:48|2810M 3163M 1208M 8826M
16-09 19:53:58|2657M 3163M 1278M 8910M
16-09 19:54:08|3067M 3163M 1278M 8499M
16-09 19:54:18|3447M 3163M 1278M 8119M
16-09 19:54:28|3482M 3163M 1278M 8085M
16-09 19:54:38|3519M 3163M 1278M 8047M
16-09 19:54:48|3543M 3163M 1278M 8024M
16-09 19:54:58|3583M 3163M 1278M 7984M
16-09 19:55:08|3601M 3163M 1278M 7965M
16-09 19:55:18|3601M 3163M 1278M 7965M
16-09 19:55:28|3601M 3163M 1278M 7965M
16-09 19:55:38|3629M 3163M 1278M 7937M
16-09 19:55:48|3693M 3163M 1278M 7873M
16-09 19:55:58|3762M 3163M 1278M 7804M
16-09 19:56:08|3777M 3163M 1278M 7789M
16-09 19:56:18|3777M 3163M 1278M 7790M
16-09 19:56:28|3785M 3163M 1278M 7782M
16-09 19:56:38|3819M 3163M 1278M 7748M
16-09 19:56:48|3852M 3163M 1278M 7715M
16-09 19:56:58|3882M 3163M 1278M 7684M
16-09 19:57:08|3909M 3163M 1278M 7657M
16-09 19:57:18|3956M 3163M 1278M 7610M
16-09 19:57:28|3967M 3163M 1278M 7600M
16-09 19:57:38|3967M 3163M 1278M 7600M
16-09 19:57:48|3967M 3163M 1278M 7600M
16-09 19:57:58|4001M 3163M 1278M 7566M
16-09 19:58:08|4070M 3163M 1278M 7496M
16-09 19:58:18|4121M 3163M 1278M 7445M
16-09 19:58:28|4236M 3163M 1278M 7330M
16-09 19:58:38|4236M 3163M 1278M 7330M
16-09 19:58:48|4236M 3163M 1278M 7330M
16-09 19:58:58|4236M 3163M 1278M 7330M
16-09 19:59:08|4237M 3163M 1278M 7330M
16-09 19:59:18|4237M 3163M 1278M 7329M
16-09 19:59:28|4237M 3163M 1278M 7329M
16-09 19:59:38|4237M 3163M 1278M 7329M
16-09 19:59:48|4237M 3163M 1278M 7329M
16-09 19:59:58|4237M 3163M 1278M 7329M
16-09 20:00:08|4237M 3163M 1278M 7329M
16-09 20:00:18|4237M 3163M 1278M 7329M
16-09 20:00:28|4237M 3163M 1278M 7329M
16-09 20:00:38|4237M 3163M 1278M 7329M
16-09 20:00:48|4237M 3163M 1278M 7329M
16-09 20:00:58|4237M 3163M 1278M 7329M
16-09 20:01:08|4237M 3163M 1278M 7329M
16-09 20:01:18|4237M 3163M 1278M 7329M
16-09 20:01:28|4237M 3163M 1278M 7329M
16-09 20:01:38|4237M 3163M 1278M 7329M
16-09 20:01:48|4237M 3163M 1278M 7329M
16-09 20:01:58|4237M 3163M 1278M 7329M
16-09 20:02:08|4237M 3163M 1278M 7329M
16-09 20:02:18|4238M 3163M 1278M 7328M
16-09 20:02:28|4237M 3163M 1278M 7328M
16-09 20:02:38|4238M 3163M 1278M 7328M
16-09 20:02:48|4238M 3163M 1278M 7328M
16-09 20:02:58|4238M 3163M 1278M 7328M
16-09 20:03:08|4238M 3163M 1278M 7328M
16-09 20:03:18|4238M 3163M 1278M 7328M
16-09 20:03:28|4238M 3163M 1278M 7328M
16-09 20:03:38|4238M 3163M 1278M 7328M
16-09 20:03:48|4238M 3163M 1278M 7328M
16-09 20:03:58|4238M 3163M 1278M 7328M
16-09 20:04:08|4238M 3163M 1278M 7328M
16-09 20:04:18|4238M 3163M 1278M 7328M
16-09 20:04:28|4238M 3163M 1278M 7327M
16-09 20:04:38|4238M 3163M 1278M 7328M
16-09 20:04:48|4238M 3163M 1278M 7328M
16-09 20:04:58|4238M 3163M 1278M 7328M
16-09 20:05:08|4238M 3163M 1278M 7327M
16-09 20:05:18|4238M 3163M 1278M 7328M
16-09 20:05:28|4238M 3163M 1278M 7327M
16-09 20:05:38|4238M 3163M 1278M 7327M
16-09 20:05:48|4239M 3163M 1278M 7327M
16-09 20:05:58|4239M 3163M 1278M 7327M
16-09 20:06:08|4239M 3163M 1278M 7327M
16-09 20:06:18|4239M 3163M 1278M 7327M
16-09 20:06:28|4239M 3163M 1278M 7327M
16-09 20:06:38|4239M 3163M 1278M 7327M
16-09 20:06:48|4239M 3163M 1278M 7327M
16-09 20:06:58|4239M 3163M 1278M 7327M
16-09 20:07:08|4239M 3163M 1278M 7327M
16-09 20:07:18|4239M 3163M 1278M 7327M
16-09 20:07:28|4239M 3163M 1278M 7327M
16-09 20:07:38|4239M 3163M 1278M 7327M
16-09 20:07:48|4239M 3163M 1278M 7327M
16-09 20:07:58|4239M 3163M 1278M 7327M
16-09 20:08:08|4239M 3163M 1278M 7327M
16-09 20:08:18|4239M 3163M 1278M 7327M
16-09 20:08:28|4239M 3163M 1278M 7327M
16-09 20:08:38|4239M 3164M 1278M 7327M
16-09 20:08:48|4239M 3164M 1278M 7327M
16-09 20:08:58|4239M 3164M 1278M 7326M
16-09 20:09:08|4239M 3164M 1278M 7327M
16-09 20:09:18|4239M 3164M 1278M 7326M
16-09 20:09:28|4239M 3164M 1278M 7326M
16-09 20:09:38|4239M 3164M 1278M 7326M
16-09 20:09:48|4239M 3164M 1278M 7326M
16-09 20:09:58|4239M 3164M 1278M 7326M
16-09 20:10:08|4239M 3164M 1278M 7326M
16-09 20:10:18|4240M 3164M 1278M 7326M
16-09 20:10:28|4239M 3164M 1278M 7326M
16-09 20:10:38|4239M 3164M 1278M 7326M
16-09 20:10:48|4239M 3164M 1278M 7326M
16-09 20:10:58|4240M 3164M 1278M 7326M
16-09 20:11:08|4240M 3164M 1278M 7326M
16-09 20:11:18|4240M 3164M 1278M 7326M
16-09 20:11:28|4240M 3164M 1278M 7326M
16-09 20:11:38|4240M 3164M 1278M 7326M
16-09 20:11:48|4240M 3164M 1278M 7326M
16-09 20:11:58|4240M 3164M 1278M 7326M
16-09 20:12:08|4240M 3164M 1278M 7326M
16-09 20:12:18|4240M 3164M 1278M 7325M
16-09 20:12:28|4240M 3164M 1278M 7325M
16-09 20:12:38|4240M 3164M 1278M 7325M
16-09 20:12:48|4241M 3164M 1278M 7325M
16-09 20:12:58|4240M 3164M 1278M 7325M
16-09 20:13:08|4240M 3164M 1278M 7325M
16-09 20:13:18|4240M 3164M 1278M 7325M
16-09 20:13:28|4241M 3164M 1278M 7325M
16-09 20:13:38|4241M 3164M 1278M 7325M
16-09 20:13:48|4241M 3164M 1278M 7325M
16-09 20:13:58|4241M 3164M 1278M 7325M
16-09 20:14:08|4240M 3164M 1278M 7325M
16-09 20:14:18|4241M 3164M 1278M 7325M
16-09 20:14:28|4241M 3164M 1278M 7325M
16-09 20:14:38|4241M 3164M 1278M 7325M
16-09 20:14:48|4241M 3164M 1278M 7325M
16-09 20:14:58|4241M 3164M 1278M 7325M
16-09 20:15:08|4241M 3164M 1278M 7325M
16-09 20:15:18|4241M 3164M 1278M 7324M
16-09 20:15:28|4241M 3164M 1278M 7325M
16-09 20:15:38|4241M 3164M 1278M 7324M
16-09 20:15:48|4241M 3164M 1278M 7324M
16-09 20:15:58|4241M 3164M 1278M 7324M
16-09 20:16:08|4241M 3164M 1278M 7324M
16-09 20:16:18|4241M 3164M 1278M 7325M
16-09 20:16:28|4241M 3164M 1278M 7324M
16-09 20:16:38|4241M 3164M 1278M 7324M
16-09 20:16:48|4241M 3164M 1278M 7324M
16-09 20:16:58|4241M 3164M 1278M 7324M
16-09 20:17:08|4241M 3164M 1278M 7324M
16-09 20:17:18|4242M 3164M 1278M 7324M
16-09 20:17:28|4241M 3164M 1278M 7324M
16-09 20:17:38|4241M 3164M 1278M 7324M
16-09 20:17:48|4241M 3164M 1278M 7324M
16-09 20:17:58|4242M 3164M 1278M 7323M
16-09 20:18:08|4242M 3164M 1278M 7323M
16-09 20:18:18|4242M 3164M 1278M 7323M
16-09 20:18:28|4242M 3164M 1278M 7323M
16-09 20:18:38|4242M 3164M 1278M 7323M
16-09 20:18:48|4242M 3164M 1278M 7323M
16-09 20:18:58|4242M 3164M 1278M 7323M
16-09 20:19:08|4242M 3164M 1278M 7323M
16-09 20:19:18|4242M 3164M 1278M 7323M
16-09 20:19:28|4242M 3164M 1278M 7323M
16-09 20:19:38|4242M 3164M 1278M 7323M
16-09 20:19:48|4242M 3164M 1278M 7323M
16-09 20:19:58|4242M 3164M 1278M 7323M
16-09 20:20:08|4242M 3164M 1278M 7323M
16-09 20:20:18|4243M 3164M 1278M 7322M
16-09 20:20:28|4242M 3164M 1278M 7323M
16-09 20:20:38|4243M 3164M 1278M 7322M
16-09 20:20:48|4243M 3164M 1278M 7322M
16-09 20:20:58|4243M 3164M 1278M 7322M
16-09 20:21:08|4243M 3164M 1278M 7322M
16-09 20:21:18|4243M 3164M 1278M 7322M
16-09 20:21:28|4243M 3164M 1278M 7322M
16-09 20:21:38|4243M 3164M 1278M 7322M
16-09 20:21:48|4243M 3164M 1278M 7322M
16-09 20:21:58|4243M 3164M 1278M 7322M
16-09 20:22:08|4243M 3164M 1278M 7322M
16-09 20:22:18|4243M 3164M 1278M 7322M
16-09 20:22:28|4243M 3164M 1278M 7322M
16-09 20:22:38|4243M 3164M 1278M 7322M
16-09 20:22:48|4243M 3164M 1278M 7322M
16-09 20:22:58|4243M 3164M 1278M 7322M
16-09 20:23:08|4244M 3164M 1278M 7320M
16-09 20:23:18|4244M 3164M 1278M 7320M
16-09 20:23:28|4244M 3164M 1278M 7321M
16-09 20:23:38|4244M 3164M 1278M 7320M
16-09 20:23:48|4244M 3164M 1278M 7320M
16-09 20:23:58|4244M 3164M 1278M 7321M
16-09 20:24:08|4244M 3164M 1278M 7320M
16-09 20:24:18|4244M 3164M 1278M 7320M
16-09 20:24:28|4244M 3164M 1278M 7320M
16-09 20:24:38|4244M 3164M 1278M 7320M
16-09 20:24:48|4245M 3164M 1278M 7320M
16-09 20:24:58|4245M 3164M 1278M 7320M
16-09 20:25:08|4244M 3164M 1278M 7320M
16-09 20:25:18|4244M 3164M 1278M 7320M
16-09 20:25:28|4245M 3164M 1278M 7320M
16-09 20:25:38|4245M 3164M 1278M 7320M
16-09 20:25:48|4245M 3164M 1278M 7320M
